Demographic,State,State Abbr,Winner,Biden %,Trump %,Biden Electoral Votes,Trump Electoral Votes,Electoral Votes Available
"$25,000 - $49,999",minnesota,MN,Biden,50,49,10,0,10
"$25,000 - $49,999",wisconsin,WI,Biden,52,46,10,0,10
"$25,000 - $49,999",michigan,MI,Biden,53,46,16,0,16
"$25,000 - $49,999",illinois,IL,Biden,61,38,20,0,20
"$25,000 - $49,999",mississippi,MS,Trump,40,58,0,6,6
"$25,000 - $49,999",georgia,GA,Biden,51,48,16,0,16
"$25,000 - $49,999",florida,FL,Biden,50,49,29,0,29
"$25,000 - $49,999",north-carolina,NC,Trump,48,50,0,15,15
"$25,000 - $49,999",virginia,VA,Biden,55,44,13,0,13
"$25,000 - $49,999",west-virginia,WV,Trump,28,70,0,5,5
"$25,000 - $49,999",kentucky,KY,Trump,36,61,0,8,8
"$25,000 - $49,999",pennsylvania,PA,Biden,50,48,20,0,20
"$25,000 - $49,999",new-york,NY,Biden,62,37,29,0,29
"$25,000 - $49,999",new-jersey,NJ,Biden,63,37,14,0,14
"$25,000 - $49,999",massachusetts,MA,Biden,69,29,11,0,11
"$25,000 - $49,999",maine,ME,Biden,50,47,4,0,4
"$25,000 - $49,999",new-hampshire,NH,Biden,59,40,4,0,4
"$25,000 - $49,999",connecticut,CT,Biden,62,35,7,0,7
"$25,000 - $49,999",maryland,MD,Biden,64,34,10,0,10
"$25,000 - $49,999",ohio,OH,Trump,47,51,0,18,18
"$25,000 - $49,999",indiana,IN,Trump,42,55,0,11,11
"$25,000 - $49,999",nebraska,NE,Trump,45,52,0,5,5
"$25,000 - $49,999",kansas,KS,Trump,42,55,0,6,6
"$25,000 - $49,999",tennessee,TN,Trump,42,56,0,11,11
"$25,000 - $49,999",delaware,DE,Biden,60,37,3,0,3
"$25,000 - $49,999",south-carolina,SC,Trump,45,54,0,9,9
"$50,000 - $74,999",alabama,AL,Trump,33,66,0,9,9
"$50,000 - $74,999",washington,WA,Biden,55,43,12,0,12
"$50,000 - $74,999",oregon,OR,Biden,55,42,7,0,7
"$50,000 - $74,999",california,CA,Biden,64,34,55,0,55
"$50,000 - $74,999",nevada,NV,Biden,52,46,6,0,6
"$50,000 - $74,999",idaho,ID,Trump,30,69,0,4,4
"$50,000 - $74,999",utah,UT,Trump,36,59,0,6,6
"$50,000 - $74,999",arizona,AZ,Biden,54,45,11,0,11
"$50,000 - $74,999",new-mexico,NM,Biden,52,46,5,0,5
"$50,000 - $74,999",colorado,CO,Biden,52,45,9,0,9
"$50,000 - $74,999",montana,MT,Trump,36,61,0,3,3
"$50,000 - $74,999",oklahoma,OK,Trump,22,78,0,7,7
"$50,000 - $74,999",texas,TX,Biden,50,49,38,0,38
"$50,000 - $74,999",louisiana,LA,Trump,33,65,0,8,8
"$50,000 - $74,999",arkansas,AR,Trump,31,62,0,6,6
"$50,000 - $74,999",missouri,MO,Trump,39,59,0,10,10
"$50,000 - $74,999",iowa,IA,Trump,44,54,0,6,6
"$50,000 - $74,999",minnesota,MN,Biden,54,44,10,0,10
"$50,000 - $74,999",wisconsin,WI,Trump,44,54,0,10,10
"$50,000 - $74,999",michigan,MI,Trump,47,50,0,16,16
"$50,000 - $74,999",illinois,IL,Biden,53,45,20,0,20
"$50,000 - $74,999",mississippi,MS,Trump,44,54,0,6,6
"$50,000 - $74,999",georgia,GA,Trump,49,49,0,16,16
"$50,000 - $74,999",florida,FL,Trump,45,54,0,29,29
"$50,000 - $74,999",north-carolina,NC,Trump,46,53,0,15,15
"$50,000 - $74,999",virginia,VA,Trump,49,49,0,13,13
"$50,000 - $74,999",west-virginia,WV,Trump,29,71,0,5,5
"$50,000 - $74,999",kentucky,KY,Trump,37,61,0,8,8
"$50,000 - $74,999",pennsylvania,PA,Trump,48,51,0,20,20
"$50,000 - $74,999",new-york,NY,Biden,54,45,29,0,29
"$50,000 - $74,999",new-jersey,NJ,Biden,56,42,14,0,14
"$50,000 - $74,999",massachusetts,MA,Biden,65,32,11,0,11
"$50,000 - $74,999",maine,ME,Biden,49,48,4,0,4
"$50,000 - $74,999",new-hampshire,NH,Trump,42,55,0,4,4
"$50,000 - $74,999",connecticut,CT,Biden,59,40,7,0,7
"$50,000 - $74,999",maryland,MD,Biden,64,34,10,0,10
"$50,000 - $74,999",ohio,OH,Trump,42,56,0,18,18
"$50,000 - $74,999",indiana,IN,Trump,38,60,0,11,11
"$50,000 - $74,999",nebraska,NE,Trump,35,63,0,5,5
"$50,000 - $74,999",kansas,KS,Trump,41,55,0,6,6
"$50,000 - $74,999",tennessee,TN,Trump,34,62,0,11,11
"$50,000 - $74,999",delaware,DE,Biden,51,45,3,0,3
"$50,000 - $74,999",alaska,AK,Trump,46,52,0,3,3
"$50,000 - $74,999",south-carolina,SC,Trump,41,58,0,9,9
"$75,000 - $99,999",alabama,AL,Trump,30,68,0,9,9
"$75,000 - $99,999",washington,WA,Biden,59,38,12,0,12
"$75,000 - $99,999",oregon,OR,Biden,59,39,7,0,7
"$75,000 - $99,999",california,CA,Biden,58,39,55,0,55
"$75,000 - $99,999",nevada,NV,Trump,43,54,0,6,6
"$75,000 - $99,999",utah,UT,Trump,37,60,0,6,6
"$75,000 - $99,999",arizona,AZ,Trump,47,52,0,11,11
"$75,000 - $99,999",new-mexico,NM,Trump,44,52,0,5,5
"$75,000 - $99,999",colorado,CO,Biden,53,46,9,0,9
"$75,000 - $99,999",montana,MT,Trump,35,62,0,3,3
"$75,000 - $99,999",texas,TX,Trump,41,58,0,38,38
"$75,000 - $99,999",louisiana,LA,Trump,31,68,0,8,8
"$75,000 - $99,999",missouri,MO,Trump,38,59,0,10,10
"$75,000 - $99,999",iowa,IA,Trump,35,63,0,6,6
"$75,000 - $99,999",minnesota,MN,Biden,52,46,10,0,10
"$75,000 - $99,999",wisconsin,WI,Trump,48,51,0,10,10
"$75,000 - $99,999",michigan,MI,Trump,43,56,0,16,16
"$75,000 - $99,999",illinois,IL,Biden,54,45,20,0,20
"$75,000 - $99,999",mississippi,MS,Trump,30,70,0,6,6
"$75,000 - $99,999",georgia,GA,Trump,48,50,0,16,16
"$75,000 - $99,999",florida,FL,Biden,52,47,29,0,29
"$75,000 - $99,999",north-carolina,NC,Biden,50,49,15,0,15
"$75,000 - $99,999",virginia,VA,Biden,54,44,13,0,13
"$75,000 - $99,999",kentucky,KY,Trump,36,63,0,8,8
"$75,000 - $99,999",pennsylvania,PA,Trump,48,51,0,20,20
"$75,000 - $99,999",new-york,NY,Trump,47,51,0,29,29
"$75,000 - $99,999",new-jersey,NJ,Biden,54,46,14,0,14
"$75,000 - $99,999",massachusetts,MA,Biden,65,34,11,0,11
"$75,000 - $99,999",maine,ME,Biden,56,43,4,0,4
"$75,000 - $99,999",new-hampshire,NH,Biden,56,41,4,0,4
"$75,000 - $99,999",connecticut,CT,Biden,53,46,7,0,7
"$75,000 - $99,999",maryland,MD,Biden,60,38,10,0,10
"$75,000 - $99,999",ohio,OH,Trump,45,53,0,18,18
"$75,000 - $99,999",indiana,IN,Trump,37,60,0,11,11
"$75,000 - $99,999",nebraska,NE,Trump,36,63,0,5,5
"$75,000 - $99,999",kansas,KS,Trump,32,68,0,6,6
"$75,000 - $99,999",tennessee,TN,Trump,36,63,0,11,11
"$75,000 - $99,999",delaware,DE,Biden,52,46,3,0,3
"$75,000 - $99,999",alaska,AK,Trump,40,51,0,3,3
"$75,000 - $99,999",south-carolina,SC,Trump,38,60,0,9,9
18-29,alabama,AL,Trump,45,52,0,9,9
18-29,arizona,AZ,Biden,59,37,11,0,11
18-29,california,CA,Biden,73,24,55,0,55
18-29,colorado,CO,Biden,64,33,9,0,9
18-29,connecticut,CT,Biden,66,30,7,0,7
18-29,delaware,DE,Biden,59,39,3,0,3
18-29,florida,FL,Biden,64,34,29,0,29
18-29,georgia,GA,Biden,58,39,16,0,16
18-29,illinois,IL,Biden,61,34,20,0,20
18-29,indiana,IN,Trump,45,51,0,11,11
18-29,iowa,IA,Biden,49,48,6,0,6
18-29,kansas,KS,Trump,45,50,0,6,6
18-29,kentucky,KY,Trump,46,50,0,8,8
18-29,louisiana,LA,Biden,54,43,8,0,8
18-29,maine,ME,Biden,61,33,4,0,4
18-29,maryland,MD,Biden,76,21,10,0,10
18-29,massachusetts,MA,Biden,69,29,11,0,11
18-29,michigan,MI,Biden,62,36,16,0,16
18-29,minnesota,MN,Biden,66,32,10,0,10
18-29,mississippi,MS,Trump,47,50,0,6,6
18-29,missouri,MO,Biden,50,46,10,0,10
18-29,nebraska,NE,Biden,55,41,5,0,5
18-29,nevada,NV,Biden,64,31,6,0,6
18-29,new-hampshire,NH,Biden,62,34,4,0,4
18-29,new-jersey,NJ,Biden,62,37,14,0,14
18-29,new-mexico,NM,Biden,60,39,5,0,5
18-29,new-york,NY,Biden,60,37,29,0,29
18-29,north-carolina,NC,Biden,57,41,15,0,15
18-29,ohio,OH,Biden,54,43,18,0,18
18-29,oklahoma,OK,Biden,55,43,7,0,7
18-29,oregon,OR,Biden,63,31,7,0,7
18-29,pennsylvania,PA,Biden,59,39,20,0,20
18-29,south-carolina,SC,Biden,53,43,9,0,9
18-29,tennessee,TN,Trump,47,49,0,11,11
18-29,texas,TX,Biden,62,35,38,0,38
18-29,utah,UT,Trump,47,48,0,6,6
18-29,virginia,VA,Biden,64,31,13,0,13
18-29,washington,WA,Biden,69,26,12,0,12
18-29,wisconsin,WI,Biden,58,39,10,0,10
30-44,alabama,AL,Trump,40,57,0,9,9
30-44,alaska,AK,Trump,41,56,0,3,3
30-44,arizona,AZ,Biden,53,44,11,0,11
30-44,arkansas,AR,Trump,43,55,0,6,6
30-44,california,CA,Biden,68,29,55,0,55
30-44,colorado,CO,Biden,62,35,9,0,9
30-44,connecticut,CT,Biden,60,38,7,0,7
30-44,delaware,DE,Biden,66,31,3,0,3
30-44,florida,FL,Biden,52,46,29,0,29
30-44,georgia,GA,Biden,53,45,16,0,16
30-44,illinois,IL,Biden,63,35,20,0,20
30-44,indiana,IN,Trump,47,50,0,11,11
30-44,iowa,IA,Trump,47,51,0,6,6
30-44,kansas,KS,Trump,44,50,0,6,6
30-44,kentucky,KY,Trump,34,65,0,8,8
30-44,louisiana,LA,Trump,38,59,0,8,8
30-44,maine,ME,Biden,53,43,4,0,4
30-44,maryland,MD,Biden,67,31,10,0,10
30-44,massachusetts,MA,Biden,70,26,11,0,11
30-44,michigan,MI,Biden,50,47,16,0,16
30-44,minnesota,MN,Biden,56,41,10,0,10
30-44,mississippi,MS,Trump,46,51,0,6,6
30-44,missouri,MO,Trump,45,51,0,10,10
30-44,montana,MT,Trump,46,50,0,3,3
30-44,nebraska,NE,Trump,42,55,0,5,5
30-44,nevada,NV,Biden,60,37,6,0,6
30-44,new-hampshire,NH,Biden,56,41,4,0,4
30-44,new-jersey,NJ,Biden,63,36,14,0,14
30-44,new-mexico,NM,Biden,58,39,5,0,5
30-44,new-york,NY,Biden,58,40,29,0,29
30-44,north-carolina,NC,Biden,50,48,15,0,15
30-44,ohio,OH,Trump,46,51,0,18,18
30-44,oklahoma,OK,Trump,36,62,0,7,7
30-44,oregon,OR,Biden,64,33,7,0,7
30-44,pennsylvania,PA,Biden,54,45,20,0,20
30-44,south-carolina,SC,Trump,48,49,0,9,9
30-44,tennessee,TN,Trump,39,58,0,11,11
30-44,texas,TX,Biden,51,48,38,0,38
30-44,utah,UT,Trump,43,50,0,6,6
30-44,virginia,VA,Biden,54,43,13,0,13
30-44,washington,WA,Biden,59,38,12,0,12
30-44,west-virginia,WV,Trump,27,69,0,5,5
30-44,wisconsin,WI,Biden,54,45,10,0,10
45-64,alabama,AL,Trump,36,63,0,9,9
45-64,alaska,AK,Trump,39,57,0,3,3
45-64,arizona,AZ,Trump,46,53,0,11,11
45-64,arkansas,AR,Trump,33,64,0,6,6
45-64,california,CA,Biden,60,38,55,0,55
45-64,colorado,CO,Trump,48,49,0,9,9
45-64,connecticut,CT,Biden,57,42,7,0,7
45-64,delaware,DE,Biden,58,40,3,0,3
45-64,florida,FL,Trump,43,56,0,29,29
45-64,georgia,GA,Trump,47,52,0,16,16
45-64,hawaii,HI,Biden,64,33,4,0,4
45-64,idaho,ID,Trump,30,68,0,4,4
45-64,illinois,IL,Biden,53,45,20,0,20
45-64,indiana,IN,Trump,35,63,0,11,11
45-64,iowa,IA,Trump,45,54,0,6,6
45-64,kansas,KS,Trump,39,60,0,6,6
45-64,kentucky,KY,Trump,34,65,0,8,8
45-64,louisiana,LA,Trump,39,59,0,8,8
45-64,maine,ME,Trump,49,49,0,4,4
45-64,maryland,MD,Biden,62,37,10,0,10
45-64,massachusetts,MA,Biden,60,38,11,0,11
45-64,michigan,MI,Trump,47,52,0,16,16
45-64,minnesota,MN,Trump,48,50,0,10,10
45-64,mississippi,MS,Trump,40,58,0,6,6
45-64,missouri,MO,Trump,38,61,0,10,10
45-64,montana,MT,Trump,34,63,0,3,3
45-64,nebraska,NE,Trump,35,63,0,5,5
45-64,nevada,NV,Trump,45,53,0,6,6
45-64,new-hampshire,NH,Trump,48,51,0,4,4
45-64,new-jersey,NJ,Biden,55,44,14,0,14
45-64,new-mexico,NM,Biden,49,48,5,0,5
45-64,new-york,NY,Biden,57,42,29,0,29
45-64,north-carolina,NC,Trump,48,52,0,15,15
45-64,ohio,OH,Trump,42,56,0,18,18
45-64,oklahoma,OK,Trump,29,70,0,7,7
45-64,oregon,OR,Biden,53,46,7,0,7
45-64,pennsylvania,PA,Trump,46,52,0,20,20
45-64,rhode-island,RI,Trump,49,50,0,4,4
45-64,south-carolina,SC,Trump,39,60,0,9,9
45-64,tennessee,TN,Trump,35,64,0,11,11
45-64,texas,TX,Trump,41,57,0,38,38
45-64,utah,UT,Trump,33,64,0,6,6
45-64,virginia,VA,Biden,51,48,13,0,13
45-64,washington,WA,Biden,58,40,12,0,12
45-64,west-virginia,WV,Trump,30,69,0,5,5
45-64,wisconsin,WI,Trump,47,52,0,10,10
65,alabama,AL,Trump,30,69,0,9,9
65,alaska,AK,Trump,48,52,0,3,3
65,arizona,AZ,Trump,46,53,0,11,11
65,arkansas,AR,Trump,27,71,0,6,6
65,california,CA,Biden,61,38,55,0,55
65,colorado,CO,Biden,53,46,9,0,9
65,connecticut,CT,Biden,59,39,7,0,7
65,delaware,DE,Biden,54,45,3,0,3
65,florida,FL,Trump,44,55,0,29,29
65,georgia,GA,Trump,43,55,0,16,16
65,hawaii,HI,Biden,67,32,4,0,4
65,idaho,ID,Trump,34,63,0,4,4
65,illinois,IL,Biden,57,41,20,0,20
65,indiana,IN,Trump,41,57,0,11,11
65,iowa,IA,Trump,42,57,0,6,6
65,kansas,KS,Trump,40,59,0,6,6
65,kentucky,KY,Trump,37,62,0,8,8
65,louisiana,LA,Trump,36,64,0,8,8
65,maine,ME,Biden,55,42,4,0,4
65,maryland,MD,Biden,64,35,10,0,10
65,massachusetts,MA,Biden,67,32,11,0,11
65,michigan,MI,Biden,51,48,16,0,16
65,minnesota,MN,Trump,49,50,0,10,10
65,mississippi,MS,Trump,32,67,0,6,6
65,missouri,MO,Trump,38,61,0,10,10
65,montana,MT,Trump,40,58,0,3,3
65,nebraska,NE,Trump,35,64,0,5,5
65,nevada,NV,Trump,41,58,0,6,6
65,new-hampshire,NH,Biden,53,46,4,0,4
65,new-jersey,NJ,Biden,54,46,14,0,14
65,new-mexico,NM,Biden,55,44,5,0,5
65,new-york,NY,Biden,52,48,29,0,29
65,north-carolina,NC,Trump,45,55,0,15,15
65,ohio,OH,Trump,44,55,0,18,18
65,oklahoma,OK,Trump,28,71,0,7,7
65,oregon,OR,Biden,54,45,7,0,7
65,pennsylvania,PA,Trump,47,53,0,20,20
65,rhode-island,RI,Biden,59,39,4,0,4
65,south-carolina,SC,Trump,42,57,0,9,9
65,tennessee,TN,Trump,35,64,0,11,11
65,texas,TX,Trump,41,59,0,38,38
65,utah,UT,Trump,32,66,0,6,6
65,virginia,VA,Biden,53,46,13,0,13
65,washington,WA,Biden,55,44,12,0,12
65,west-virginia,WV,Trump,30,69,0,5,5
65,wisconsin,WI,Trump,46,53,0,10,10
Catholic,alabama,AL,Trump,40,59,0,9,9
Catholic,arizona,AZ,Biden,51,49,11,0,11
Catholic,california,CA,Biden,65,33,55,0,55
Catholic,colorado,CO,Trump,49,49,0,9,9
Catholic,connecticut,CT,Trump,47,51,0,7,7
Catholic,delaware,DE,Trump,48,51,0,3,3
Catholic,florida,FL,Trump,45,55,0,29,29
Catholic,georgia,GA,Trump,46,53,0,16,16
Catholic,illinois,IL,Biden,51,48,20,0,20
Catholic,indiana,IN,Trump,36,60,0,11,11
Catholic,iowa,IA,Trump,46,53,0,6,6
Catholic,kansas,KS,Trump,42,55,0,6,6
Catholic,kentucky,KY,Trump,38,60,0,8,8
Catholic,louisiana,LA,Trump,28,71,0,8,8
Catholic,maine,ME,Biden,50,49,4,0,4
Catholic,maryland,MD,Biden,51,48,10,0,10
Catholic,massachusetts,MA,Biden,58,41,11,0,11
Catholic,michigan,MI,Trump,44,55,0,16,16
Catholic,minnesota,MN,Trump,45,53,0,10,10
Catholic,missouri,MO,Trump,39,60,0,10,10
Catholic,montana,MT,Trump,50,50,0,3,3
Catholic,nebraska,NE,Trump,31,65,0,5,5
Catholic,nevada,NV,Trump,45,53,0,6,6
Catholic,new-hampshire,NH,Trump,43,56,0,4,4
Catholic,new-jersey,NJ,Trump,47,52,0,14,14
Catholic,new-mexico,NM,Biden,57,42,5,0,5
Catholic,new-york,NY,Trump,47,53,0,29,29
Catholic,north-carolina,NC,Trump,45,53,0,15,15
Catholic,ohio,OH,Trump,42,57,0,18,18
Catholic,oregon,OR,Biden,56,42,7,0,7
Catholic,pennsylvania,PA,Trump,44,55,0,20,20
Catholic,rhode-island,RI,Trump,49,50,0,4,4
Catholic,south-carolina,SC,Trump,40,60,0,9,9
Catholic,tennessee,TN,Trump,37,61,0,11,11
Catholic,texas,TX,Biden,51,48,38,0,38
Catholic,virginia,VA,Trump,47,50,0,13,13
Catholic,washington,WA,Biden,56,43,12,0,12
Catholic,wisconsin,WI,Trump,43,56,0,10,10
College Grad,alabama,AL,Trump,39,58,0,9,9
College Grad,alaska,AK,Biden,48,44,3,0,3
College Grad,arizona,AZ,Biden,52,46,11,0,11
College Grad,arkansas,AR,Trump,47,53,0,6,6
College Grad,california,CA,Biden,68,30,55,0,55
College Grad,colorado,CO,Biden,63,34,9,0,9
College Grad,connecticut,CT,Biden,64,34,7,0,7
College Grad,delaware,DE,Biden,57,39,3,0,3
College Grad,florida,FL,Trump,49,50,0,29,29
College Grad,georgia,GA,Biden,51,47,16,0,16
College Grad,hawaii,HI,Biden,75,22,4,0,4
College Grad,idaho,ID,Trump,37,57,0,4,4
College Grad,illinois,IL,Biden,61,38,20,0,20
College Grad,indiana,IN,Trump,45,51,0,11,11
College Grad,iowa,IA,Trump,48,49,0,6,6
College Grad,kansas,KS,Trump,47,52,0,6,6
College Grad,kentucky,KY,Trump,41,56,0,8,8
College Grad,louisiana,LA,Trump,39,60,0,8,8
College Grad,maine,ME,Biden,68,29,4,0,4
College Grad,maryland,MD,Biden,69,29,10,0,10
College Grad,massachusetts,MA,Biden,73,25,11,0,11
College Grad,michigan,MI,Biden,55,44,16,0,16
College Grad,minnesota,MN,Biden,58,40,10,0,10
College Grad,mississippi,MS,Trump,43,56,0,6,6
College Grad,missouri,MO,Trump,47,51,0,10,10
College Grad,montana,MT,Biden,49,48,3,0,3
College Grad,nebraska,NE,Trump,44,52,0,5,5
College Grad,nevada,NV,Biden,54,44,6,0,6
College Grad,new-hampshire,NH,Biden,58,40,4,0,4
College Grad,new-jersey,NJ,Biden,63,36,14,0,14
College Grad,new-mexico,NM,Biden,56,40,5,0,5
College Grad,new-york,NY,Biden,67,32,29,0,29
College Grad,north-carolina,NC,Biden,54,44,15,0,15
College Grad,ohio,OH,Biden,49,48,18,0,18
College Grad,oklahoma,OK,Trump,30,69,0,7,7
College Grad,oregon,OR,Biden,67,30,7,0,7
College Grad,pennsylvania,PA,Biden,57,41,20,0,20
College Grad,rhode-island,RI,Biden,53,45,4,0,4
College Grad,south-carolina,SC,Trump,40,58,0,9,9
College Grad,tennessee,TN,Trump,38,60,0,11,11
College Grad,texas,TX,Trump,46,51,0,38,38
College Grad,utah,UT,Trump,42,52,0,6,6
College Grad,virginia,VA,Biden,61,36,13,0,13
College Grad,washington,WA,Biden,65,33,12,0,12
College Grad,west-virginia,WV,Trump,37,56,0,5,5
College Grad,wisconsin,WI,Biden,52,47,10,0,10
Did not vote in 2016,alabama,AL,Trump,41,57,0,9,9
Did not vote in 2016,arizona,AZ,Biden,57,41,11,0,11
Did not vote in 2016,arkansas,AR,Trump,37,58,0,6,6
Did not vote in 2016,california,CA,Biden,71,26,55,0,55
Did not vote in 2016,colorado,CO,Biden,61,36,9,0,9
Did not vote in 2016,connecticut,CT,Biden,64,32,7,0,7
Did not vote in 2016,delaware,DE,Biden,61,36,3,0,3
Did not vote in 2016,florida,FL,Biden,56,42,29,0,29
Did not vote in 2016,georgia,GA,Biden,59,38,16,0,16
Did not vote in 2016,illinois,IL,Biden,59,38,20,0,20
Did not vote in 2016,indiana,IN,Trump,47,49,0,11,11
Did not vote in 2016,iowa,IA,Biden,52,46,6,0,6
Did not vote in 2016,kansas,KS,Trump,40,58,0,6,6
Did not vote in 2016,kentucky,KY,Trump,47,51,0,8,8
Did not vote in 2016,louisiana,LA,Biden,51,47,8,0,8
Did not vote in 2016,maine,ME,Biden,53,46,4,0,4
Did not vote in 2016,maryland,MD,Biden,69,31,10,0,10
Did not vote in 2016,massachusetts,MA,Biden,68,30,11,0,11
Did not vote in 2016,michigan,MI,Biden,53,45,16,0,16
Did not vote in 2016,minnesota,MN,Biden,62,37,10,0,10
Did not vote in 2016,mississippi,MS,Trump,42,57,0,6,6
Did not vote in 2016,missouri,MO,Trump,46,51,0,10,10
Did not vote in 2016,nebraska,NE,Biden,52,47,5,0,5
Did not vote in 2016,nevada,NV,Biden,56,40,6,0,6
Did not vote in 2016,new-hampshire,NH,Biden,68,32,4,0,4
Did not vote in 2016,new-jersey,NJ,Biden,61,38,14,0,14
Did not vote in 2016,new-mexico,NM,Biden,65,33,5,0,5
Did not vote in 2016,new-york,NY,Biden,57,40,29,0,29
Did not vote in 2016,north-carolina,NC,Biden,52,46,15,0,15
Did not vote in 2016,ohio,OH,Biden,50,48,18,0,18
Did not vote in 2016,oklahoma,OK,Trump,43,52,0,7,7
Did not vote in 2016,oregon,OR,Biden,57,39,7,0,7
Did not vote in 2016,pennsylvania,PA,Biden,56,43,20,0,20
Did not vote in 2016,south-carolina,SC,Biden,51,48,9,0,9
Did not vote in 2016,tennessee,TN,Trump,43,54,0,11,11
Did not vote in 2016,texas,TX,Biden,54,44,38,0,38
Did not vote in 2016,utah,UT,Trump,42,52,0,6,6
Did not vote in 2016,virginia,VA,Biden,55,42,13,0,13
Did not vote in 2016,washington,WA,Biden,64,32,12,0,12
Did not vote in 2016,wisconsin,WI,Biden,57,42,10,0,10
Early Voting,alabama,AL,Biden,62,37,9,0,9
Early Voting,alaska,AK,Biden,55,42,3,0,3
Early Voting,arizona,AZ,Biden,52,46,11,0,11
Early Voting,arkansas,AR,Trump,36,61,0,6,6
Early Voting,california,CA,Biden,68,30,55,0,55
Early Voting,colorado,CO,Biden,58,39,9,0,9
Early Voting,connecticut,CT,Biden,79,19,7,0,7
Early Voting,delaware,DE,Biden,80,18,3,0,3
Early Voting,florida,FL,Biden,52,47,29,0,29
Early Voting,georgia,GA,Biden,54,44,16,0,16
Early Voting,hawaii,HI,Biden,65,33,4,0,4
Early Voting,idaho,ID,Trump,46,50,0,4,4
Early Voting,illinois,IL,Biden,67,31,20,0,20
Early Voting,indiana,IN,Trump,47,51,0,11,11
Early Voting,iowa,IA,Biden,57,42,6,0,6
Early Voting,kansas,KS,Biden,52,45,6,0,6
Early Voting,kentucky,KY,Trump,42,57,0,8,8
Early Voting,louisiana,LA,Trump,47,52,0,8,8
Early Voting,maine,ME,Biden,62,35,4,0,4
Early Voting,maryland,MD,Biden,71,27,10,0,10
Early Voting,massachusetts,MA,Biden,76,22,11,0,11
Early Voting,michigan,MI,Biden,63,36,16,0,16
